Source, Seed, Shuffle, Iterations, Solver, Solver arg 1, Solver arg 2, #Vertices, #Edges, Computation time(ms) min, Computation time(ms) max, Computation time(ms) 5-percentile, Computation time(ms) 95-percentile, Computation time(ms) median, Computation time(ms) avg, Vertices created min, Vertices created max, Vertices created 5-percentile, Vertices created 95-percentile, Vertices created median, Vertices created avg, Vertices deleted min, Vertices deleted max, Vertices deleted 5-percentile, Vertices deleted 95-percentile, Vertices deleted median, Vertices deleted avg, Edges created min, Edges created max, Edges created 5-percentile, Edges created 95-percentile, Edges created median, Edges created avg, Edges deleted min, Edges deleted max, Edges deleted 5-percentile, Edges deleted 95-percentile, Edges deleted median, Edges deleted avg, Trees created min, Trees created max, Trees created 5-percentile, Trees created 95-percentile, Trees created median, Trees created avg, Trees deleted min, Trees deleted max, Trees deleted 5-percentile, Trees deleted 95-percentile, Trees deleted median, Trees deleted avg, Blossoms created min, Blossoms created max, Blossoms created 5-percentile, Blossoms created 95-percentile, Blossoms created median, Blossoms created avg, Blossoms deleted min, Blossoms deleted max, Blossoms deleted 5-percentile, Blossoms deleted 95-percentile, Blossoms deleted median, Blossoms deleted avg, Max blossom complexity min, Max blossom complexity max, Max blossom complexity 5-percentile, Max blossom complexity 95-percentile, Max blossom complexity median, Max blossom complexity avg, I min, I max, I 5-percentile, I 95-percentile, I median, I avg, RI min, RI max, RI 5-percentile, RI 95-percentile, RI median, RI avg, Matching
"Folder source (Graph Source File=data/com-dblp.ungraph.txt)", 1618935726495, 0, 3, MetaGraphsWR, 4, 0, 399668, 1049866, 11418, 11450, 11418, 11433, 11433, 11433.7, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 430663, 1944658, 1944658, 1944658, 1944658, 1944658, 1.94466e+06, 1944658, 1944658, 1944658, 1944658, 1944658, 1.94466e+06, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 113583, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 56423, 2598, 2598, 2598, 2598, 2598, 2598, 47, 47, 47, 47, 47, 47, 31.0397, 31.0397, 31.0397, 31.0397, 31.0397, 31.0397, 104016
